ticket_id,created_at,category,priority,queue
TCK-20250103-000326,2025-01-03 11:20:12,Impressão,P4,ServiceDesk-N1
TCK-20250103-000327,2025-01-03 10:01:05,Rede/Internet,P4,Infra
TCK-20250103-000328,2025-01-03 13:13:37,Email,P4,ServiceDesk-N1
TCK-20250103-000329,2025-01-03 16:30:18,Hardware,P3,ServiceDesk-N1
TCK-20250103-000330,2025-01-03 10:56:16,Impressão,P3,ServiceDesk-N1
TCK-20250103-000331,2025-01-03 09:12:23,Software,P4,ServiceDesk-N1
TCK-20250103-000332,2025-01-03 15:48:35,VPN/Conectividade,P1,ServiceDesk-N2
TCK-20250103-000333,2025-01-03 18:25:23,Telefonia,P4,Infra
TCK-20250103-000334,2025-01-03 18:48:09,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250103-000335,2025-01-03 14:21:51,Hardware,P4,ServiceDesk-N2
TCK-20250103-000336,2025-01-03 13:32:08,Email,P3,ServiceDesk-N1
TCK-20250103-000337,2025-01-03 17:19:37,Email,P3,ServiceDesk-N1
TCK-20250103-000338,2025-01-03 12:45:36,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250103-000339,2025-01-03 09:37:19,Telefonia,P3,ServiceDesk-N2
TCK-20250103-000340,2025-01-03 05:01:38,Hardware,P2,ServiceDesk-N2
TCK-20250103-000341,2025-01-03 13:46:03,Software,P4,ServiceDesk-N2
TCK-20250103-000342,2025-01-03 09:39:49,Rede/Internet,P4,ServiceDesk-N2
TCK-20250103-000343,2025-01-03 20:07:12,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250103-000344,2025-01-03 14:44:13,Email,P3,Infra
TCK-20250103-000345,2025-01-03 16:03:45,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250103-000346,2025-01-03 09:42:30,Hardware,P4,ServiceDesk-N1
TCK-20250103-000347,2025-01-03 15:22:43,Impressão,P3,ServiceDesk-N2
TCK-20250103-000348,2025-01-03 11:44:16,Software,P4,ServiceDesk-N1
TCK-20250103-000349,2025-01-03 10:19:49,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250103-000350,2025-01-03 12:20:30,Email,P2,ServiceDesk-N2
TCK-20250103-000351,2025-01-03 12:43:34,Email,P1,ServiceDesk-N2
TCK-20250103-000352,2025-01-03 14:49:51,Acesso/Conta,P4,Infra
TCK-20250103-000353,2025-01-03 18:41:16,Impressão,P4,Field
TCK-20250103-000354,2025-01-03 16:17:59,Software,P4,ServiceDesk-N1
TCK-20250103-000355,2025-01-03 12:03:42,Rede/Internet,P4,ServiceDesk-N1
TCK-20250103-000356,2025-01-03 10:06:26,Email,P4,ServiceDesk-N2
TCK-20250103-000357,2025-01-03 18:59:10,Email,P2,Field
TCK-20250103-000358,2025-01-03 18:30:41,VPN/Conectividade,P2,ServiceDesk-N1
TCK-20250103-000359,2025-01-03 09:05:41,Software,P4,ServiceDesk-N2
TCK-20250103-000360,2025-01-03 07:59:02,Rede/Internet,P4,Field
TCK-20250103-000361,2025-01-03 16:53:25,Telefonia,P4,ServiceDesk-N2
TCK-20250103-000362,2025-01-03 19:55:59,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250103-000363,2025-01-03 07:21:18,Hardware,P3,ServiceDesk-N1
TCK-20250103-000364,2025-01-03 08:56:08,Rede/Internet,P4,ServiceDesk-N1
TCK-20250103-000365,2025-01-03 14:29:41,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250103-000366,2025-01-03 14:50:18,Software,P3,ServiceDesk-N1
TCK-20250104-000367,2025-01-04 14:05:25,Software,P4,ServiceDesk-N1
TCK-20250104-000368,2025-01-04 09:20:59,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250104-000369,2025-01-04 13:19:37,Impressão,P4,ServiceDesk-N2
TCK-20250104-000370,2025-01-04 05:44:15,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250104-000371,2025-01-04 10:57:56,Impressão,P4,ServiceDesk-N1
TCK-20250104-000372,2025-01-04 14:58:18,Email,P4,Infra
TCK-20250104-000373,2025-01-04 09:38:23,Email,P4,ServiceDesk-N1
TCK-20250104-000374,2025-01-04 13:34:51,Software,P4,ServiceDesk-N1
TCK-20250104-000375,2025-01-04 13:05:33,Hardware,P3,ServiceDesk-N1
TCK-20250104-000376,2025-01-04 06:36:07,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250104-000377,2025-01-04 11:20:54,Hardware,P4,ServiceDesk-N1
TCK-20250104-000378,2025-01-04 12:37:31,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250104-000379,2025-01-04 09:29:36,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250104-000380,2025-01-04 14:46:01,Email,P3,ServiceDesk-N2
TCK-20250104-000381,2025-01-04 12:22:44,Acesso/Conta,P1,Infra
TCK-20250104-000382,2025-01-04 12:04:59,Hardware,P4,ServiceDesk-N1
TCK-20250104-000383,2025-01-04 15:46:41,Rede/Internet,P4,Field
TCK-20250104-000384,2025-01-04 16:28:55,Rede/Internet,P4,ServiceDesk-N1
TCK-20250104-000385,2025-01-04 18:08:41,Rede/Internet,P4,Infra
TCK-20250104-000386,2025-01-04 11:25:33,Acesso/Conta,P1,Field
TCK-20250104-000387,2025-01-04 13:29:43,Impressão,P4,ServiceDesk-N1
TCK-20250104-000388,2025-01-04 04:14:15,Hardware,P4,ServiceDesk-N1
TCK-20250104-000389,2025-01-04 16:02:51,Software,P3,Infra
TCK-20250104-000390,2025-01-04 09:56:01,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250104-000391,2025-01-04 08:55:03,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250104-000392,2025-01-04 14:34:13,Impressão,P3,ServiceDesk-N1
TCK-20250104-000393,2025-01-04 15:58:46,Software,P3,ServiceDesk-N2
TCK-20250104-000394,2025-01-04 12:52:20,VPN/Conectividade,P2,Infra
TCK-20250104-000395,2025-01-04 09:17:03,Software,P3,ServiceDesk-N2
TCK-20250104-000396,2025-01-04 12:11:40,Software,P3,ServiceDesk-N1
TCK-20250104-000397,2025-01-04 10:24:50,Hardware,P3,ServiceDesk-N1
TCK-20250104-000398,2025-01-04 16:19:24,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250104-000399,2025-01-04 13:09:51,Hardware,P4,ServiceDesk-N1
TCK-20250104-000400,2025-01-04 18:26:35,Hardware,P4,ServiceDesk-N1
TCK-20250104-000401,2025-01-04 12:28:54,Email,P4,Field
TCK-20250104-000402,2025-01-04 14:03:17,Email,P3,ServiceDesk-N1
TCK-20250104-000403,2025-01-04 17:37:46,Software,P4,ServiceDesk-N1
TCK-20250104-000404,2025-01-04 15:58:21,VPN/Conectividade,P2,ServiceDesk-N1
TCK-20250104-000405,2025-01-04 14:47:48,Hardware,P4,ServiceDesk-N2
TCK-20250104-000406,2025-01-04 17:13:25,Rede/Internet,P3,ServiceDesk-N2
TCK-20250104-000407,2025-01-04 10:22:19,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250104-000408,2025-01-04 15:06:51,Rede/Internet,P4,Field
TCK-20250104-000409,2025-01-04 15:26:02,Software,P4,ServiceDesk-N1
TCK-20250104-000410,2025-01-04 11:16:35,Rede/Internet,P3,ServiceDesk-N1
TCK-20250104-000411,2025-01-04 14:24:36,Telefonia,P4,ServiceDesk-N2
TCK-20250104-000412,2025-01-04 15:43:21,VPN/Conectividade,P3,Infra
TCK-20250104-000413,2025-01-04 10:10:46,Telefonia,P4,ServiceDesk-N2
TCK-20250104-000414,2025-01-04 10:31:11,Rede/Internet,P4,ServiceDesk-N2
TCK-20250104-000415,2025-01-04 13:54:04,Rede/Internet,P3,ServiceDesk-N2
TCK-20250104-000416,2025-01-04 13:26:08,Rede/Internet,P4,ServiceDesk-N2
TCK-20250104-000417,2025-01-04 16:23:03,Software,P3,ServiceDesk-N2
TCK-20250104-000418,2025-01-04 13:30:42,Hardware,P4,ServiceDesk-N1
TCK-20250104-000419,2025-01-04 16:17:34,Rede/Internet,P4,ServiceDesk-N2
TCK-20250104-000420,2025-01-04 13:43:27,Telefonia,P2,ServiceDesk-N1
TCK-20250104-000421,2025-01-04 14:12:39,Hardware,P3,ServiceDesk-N1
TCK-20250104-000422,2025-01-04 13:25:05,Email,P4,ServiceDesk-N1
TCK-20250104-000423,2025-01-04 15:43:52,Rede/Internet,P3,Field
TCK-20250104-000424,2025-01-04 12:48:02,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250104-000425,2025-01-04 13:10:05,Hardware,P4,ServiceDesk-N2
TCK-20250104-000426,2025-01-04 13:36:54,Rede/Internet,P2,Infra
TCK-20250104-000427,2025-01-04 13:44:56,Software,P4,Infra
TCK-20250104-000428,2025-01-04 19:43:59,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250104-000429,2025-01-04 15:01:13,Software,P3,ServiceDesk-N2
TCK-20250104-000430,2025-01-04 18:25:59,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250104-000431,2025-01-04 14:57:34,Email,P3,ServiceDesk-N1
TCK-20250104-000432,2025-01-04 10:44:46,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250105-000433,2025-01-05 14:49:39,Rede/Internet,P4,ServiceDesk-N2
TCK-20250105-000434,2025-01-05 10:01:40,VPN/Conectividade,P1,ServiceDesk-N1
TCK-20250105-000435,2025-01-05 08:27:11,Software,P3,ServiceDesk-N1
TCK-20250105-000436,2025-01-05 18:39:18,Telefonia,P3,ServiceDesk-N1
TCK-20250105-000437,2025-01-05 15:40:09,Impressão,P4,ServiceDesk-N1
TCK-20250105-000438,2025-01-05 16:00:19,Hardware,P3,ServiceDesk-N1
TCK-20250105-000439,2025-01-05 15:35:35,Hardware,P4,ServiceDesk-N1
TCK-20250105-000440,2025-01-05 14:35:05,Software,P3,Field
TCK-20250105-000441,2025-01-05 16:49:05,Impressão,P3,Infra
TCK-20250105-000442,2025-01-05 13:15:36,Hardware,P3,ServiceDesk-N1
TCK-20250105-000443,2025-01-05 12:09:04,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250105-000444,2025-01-05 15:50:04,Email,P2,ServiceDesk-N2
TCK-20250105-000445,2025-01-05 08:29:06,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250105-000446,2025-01-05 13:53:39,Email,P2,ServiceDesk-N1
TCK-20250105-000447,2025-01-05 07:41:38,Acesso/Conta,P4,Infra
TCK-20250105-000448,2025-01-05 15:12:30,VPN/Conectividade,P2,Infra
TCK-20250105-000449,2025-01-05 11:31:36,Telefonia,P4,ServiceDesk-N1
TCK-20250105-000450,2025-01-05 17:50:25,Email,P2,ServiceDesk-N1
TCK-20250105-000451,2025-01-05 14:49:35,Acesso/Conta,P3,Infra
TCK-20250105-000452,2025-01-05 12:13:28,Telefonia,P3,ServiceDesk-N1
TCK-20250105-000453,2025-01-05 16:43:31,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250105-000454,2025-01-05 08:09:45,Email,P4,ServiceDesk-N1
TCK-20250105-000455,2025-01-05 09:34:32,Rede/Internet,P2,ServiceDesk-N1
TCK-20250105-000456,2025-01-05 10:02:50,Rede/Internet,P3,ServiceDesk-N2
TCK-20250105-000457,2025-01-05 07:06:49,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250105-000458,2025-01-05 09:39:02,Software,P3,ServiceDesk-N2
TCK-20250106-000459,2025-01-06 13:06:16,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250106-000460,2025-01-06 11:44:36,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250106-000461,2025-01-06 11:09:22,Rede/Internet,P4,ServiceDesk-N1
TCK-20250106-000462,2025-01-06 08:58:05,Acesso/Conta,P2,ServiceDesk-N1
TCK-20250106-000463,2025-01-06 11:13:33,Hardware,P4,ServiceDesk-N1
TCK-20250106-000464,2025-01-06 16:44:28,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250106-000465,2025-01-06 17:41:06,Software,P4,Infra
TCK-20250106-000466,2025-01-06 16:15:33,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250106-000467,2025-01-06 15:25:40,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250106-000468,2025-01-06 12:01:47,Software,P4,ServiceDesk-N1
TCK-20250106-000469,2025-01-06 09:13:17,Impressão,P3,ServiceDesk-N1
TCK-20250106-000470,2025-01-06 16:06:51,Rede/Internet,P4,ServiceDesk-N1
TCK-20250106-000471,2025-01-06 10:55:31,Hardware,P3,ServiceDesk-N1
TCK-20250106-000472,2025-01-06 13:39:25,Software,P4,Field
TCK-20250106-000473,2025-01-06 08:45:51,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250106-000474,2025-01-06 09:08:20,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250106-000475,2025-01-06 11:26:38,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250106-000476,2025-01-06 09:40:34,Software,P3,Infra
TCK-20250106-000477,2025-01-06 09:08:11,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250106-000478,2025-01-06 11:22:00,Hardware,P4,ServiceDesk-N1
TCK-20250106-000479,2025-01-06 08:26:43,Hardware,P3,ServiceDesk-N1
TCK-20250106-000480,2025-01-06 11:10:05,Software,P3,ServiceDesk-N1
TCK-20250106-000481,2025-01-06 15:18:10,Telefonia,P3,ServiceDesk-N2
TCK-20250106-000482,2025-01-06 13:31:35,Hardware,P3,ServiceDesk-N1
TCK-20250106-000483,2025-01-06 04:34:52,Impressão,P3,ServiceDesk-N1
TCK-20250106-000484,2025-01-06 10:13:27,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250106-000485,2025-01-06 09:28:16,Email,P3,ServiceDesk-N1
TCK-20250106-000486,2025-01-06 23:07:49,Telefonia,P4,ServiceDesk-N2
TCK-20250106-000487,2025-01-06 10:39:40,Email,P3,ServiceDesk-N2
TCK-20250106-000488,2025-01-06 07:52:13,Telefonia,P3,ServiceDesk-N1
TCK-20250106-000489,2025-01-06 11:45:18,VPN/Conectividade,P4,Field
TCK-20250106-000490,2025-01-06 11:57:43,Telefonia,P4,ServiceDesk-N2
TCK-20250106-000491,2025-01-06 12:17:55,Software,P3,ServiceDesk-N1
TCK-20250106-000492,2025-01-06 13:09:45,Email,P4,Field
TCK-20250106-000493,2025-01-06 11:40:17,Software,P4,ServiceDesk-N1
TCK-20250106-000494,2025-01-06 14:50:56,Impressão,P4,ServiceDesk-N2
TCK-20250106-000495,2025-01-06 10:29:31,Email,P4,ServiceDesk-N2
TCK-20250106-000496,2025-01-06 07:46:05,Impressão,P4,ServiceDesk-N2
TCK-20250106-000497,2025-01-06 12:34:25,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250106-000498,2025-01-06 13:17:20,Telefonia,P4,ServiceDesk-N1
TCK-20250106-000499,2025-01-06 09:21:57,Software,P4,ServiceDesk-N1
TCK-20250106-000500,2025-01-06 11:50:53,Hardware,P4,Field
TCK-20250106-000501,2025-01-06 12:27:12,Rede/Internet,P2,Field
TCK-20250106-000502,2025-01-06 13:19:10,Rede/Internet,P2,ServiceDesk-N1
TCK-20250106-000503,2025-01-06 12:42:57,Software,P4,ServiceDesk-N2
TCK-20250106-000504,2025-01-06 13:46:44,Impressão,P4,ServiceDesk-N1
TCK-20250106-000505,2025-01-06 14:04:08,Software,P4,ServiceDesk-N1
TCK-20250106-000506,2025-01-06 14:00:44,Email,P4,Field
TCK-20250106-000507,2025-01-06 11:14:24,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250106-000508,2025-01-06 09:23:56,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250106-000509,2025-01-06 16:43:09,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250106-000510,2025-01-06 09:10:28,Email,P4,ServiceDesk-N2
TCK-20250106-000511,2025-01-06 16:28:55,VPN/Conectividade,P2,ServiceDesk-N1
TCK-20250106-000512,2025-01-06 10:07:37,Impressão,P4,ServiceDesk-N1
TCK-20250106-000513,2025-01-06 13:41:05,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20250106-000514,2025-01-06 10:18:49,Rede/Internet,P4,Field
TCK-20250106-000515,2025-01-06 14:38:32,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250106-000516,2025-01-06 11:50:57,Telefonia,P4,ServiceDesk-N1
TCK-20250106-000517,2025-01-06 13:04:33,Rede/Internet,P4,ServiceDesk-N1
TCK-20250106-000518,2025-01-06 17:20:08,Email,P3,ServiceDesk-N1
TCK-20250106-000519,2025-01-06 11:30:49,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250106-000520,2025-01-06 12:13:02,Rede/Internet,P2,ServiceDesk-N1
TCK-20250106-000521,2025-01-06 11:49:26,Email,P4,ServiceDesk-N2
TCK-20250106-000522,2025-01-06 17:34:39,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250106-000523,2025-01-06 20:09:34,Email,P3,ServiceDesk-N2
TCK-20250106-000524,2025-01-06 09:41:43,Software,P4,ServiceDesk-N1
TCK-20250106-000525,2025-01-06 15:15:05,Rede/Internet,P4,ServiceDesk-N2
TCK-20250106-000526,2025-01-06 12:03:19,Software,P3,ServiceDesk-N1
TCK-20250106-000527,2025-01-06 14:00:10,Hardware,P4,ServiceDesk-N1
TCK-20250106-000528,2025-01-06 13:52:46,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250106-000529,2025-01-06 16:07:49,Rede/Internet,P4,ServiceDesk-N1
TCK-20250106-000530,2025-01-06 09:33:04,VPN/Conectividade,P1,ServiceDesk-N2
TCK-20250106-000531,2025-01-06 09:03:31,Rede/Internet,P4,ServiceDesk-N1
TCK-20250106-000532,2025-01-06 13:49:06,Rede/Internet,P3,ServiceDesk-N1
TCK-20250106-000533,2025-01-06 12:54:55,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250106-000534,2025-01-06 12:58:09,Acesso/Conta,P2,ServiceDesk-N1
TCK-20250106-000535,2025-01-06 14:41:26,VPN/Conectividade,P4,Infra
TCK-20250106-000536,2025-01-06 08:20:17,Telefonia,P3,ServiceDesk-N1
TCK-20250106-000537,2025-01-06 12:14:51,Hardware,P4,ServiceDesk-N1
TCK-20250106-000538,2025-01-06 12:56:29,Rede/Internet,P3,ServiceDesk-N1
TCK-20250106-000539,2025-01-06 15:23:12,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20250106-000540,2025-01-06 14:15:29,Email,P1,Infra
TCK-20250106-000541,2025-01-06 13:34:48,Telefonia,P4,Infra
TCK-20250106-000542,2025-01-06 08:01:14,Software,P3,ServiceDesk-N2
TCK-20250106-000543,2025-01-06 15:48:42,Email,P3,ServiceDesk-N1
TCK-20250106-000544,2025-01-06 13:13:33,Rede/Internet,P4,Infra
TCK-20250106-000545,2025-01-06 14:17:05,Acesso/Conta,P4,Field
TCK-20250106-000546,2025-01-06 12:26:44,Rede/Internet,P4,ServiceDesk-N2
TCK-20250106-000547,2025-01-06 09:40:52,Email,P3,ServiceDesk-N1
TCK-20250106-000548,2025-01-06 11:42:08,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250106-000549,2025-01-06 14:47:20,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250106-000550,2025-01-06 08:12:08,Impressão,P3,ServiceDesk-N1
TCK-20250106-000551,2025-01-06 14:26:07,Hardware,P2,ServiceDesk-N1
TCK-20250106-000552,2025-01-06 15:19:29,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250106-000553,2025-01-06 10:44:38,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250106-000554,2025-01-06 07:05:45,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250106-000555,2025-01-06 11:11:01,Rede/Internet,P2,ServiceDesk-N1
TCK-20250106-000556,2025-01-06 10:35:15,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250106-000557,2025-01-06 13:49:14,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250106-000558,2025-01-06 13:40:41,Acesso/Conta,P3,Infra
TCK-20250106-000559,2025-01-06 22:12:57,Software,P3,ServiceDesk-N1
TCK-20250106-000560,2025-01-06 17:54:53,Telefonia,P4,Infra
TCK-20250106-000561,2025-01-06 19:27:52,Impressão,P4,ServiceDesk-N1
TCK-20250106-000562,2025-01-06 15:27:11,Email,P2,ServiceDesk-N1
TCK-20250106-000563,2025-01-06 11:39:39,Software,P3,ServiceDesk-N1
TCK-20250106-000564,2025-01-06 13:56:35,Hardware,P4,ServiceDesk-N1
TCK-20250106-000565,2025-01-06 09:51:33,VPN/Conectividade,P1,ServiceDesk-N1
TCK-20250106-000566,2025-01-06 15:01:24,Telefonia,P4,ServiceDesk-N1
TCK-20250106-000567,2025-01-06 06:32:20,Email,P4,ServiceDesk-N1
TCK-20250106-000568,2025-01-06 13:14:01,Rede/Internet,P3,ServiceDesk-N1
TCK-20250106-000569,2025-01-06 16:49:37,Rede/Internet,P1,ServiceDesk-N1
TCK-20250106-000570,2025-01-06 12:42:15,VPN/Conectividade,P3,Infra
TCK-20250106-000571,2025-01-06 22:14:36,Rede/Internet,P3,ServiceDesk-N1
TCK-20250106-000572,2025-01-06 16:53:54,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250106-000573,2025-01-06 12:37:01,Impressão,P4,ServiceDesk-N1
TCK-20250106-000574,2025-01-06 10:09:36,Rede/Internet,P3,ServiceDesk-N2
TCK-20250106-000575,2025-01-06 16:11:31,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250106-000576,2025-01-06 12:01:33,Hardware,P4,ServiceDesk-N2
TCK-20250106-000577,2025-01-06 13:11:58,Telefonia,P2,ServiceDesk-N1
TCK-20250106-000578,2025-01-06 10:09:37,Impressão,P4,ServiceDesk-N1
TCK-20250106-000579,2025-01-06 10:04:23,Impressão,P3,ServiceDesk-N1
TCK-20250106-000580,2025-01-06 12:21:19,Email,P1,ServiceDesk-N2
TCK-20250106-000581,2025-01-06 09:31:41,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250106-000582,2025-01-06 14:56:59,Software,P4,ServiceDesk-N2
TCK-20250106-000583,2025-01-06 14:46:44,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250106-000584,2025-01-06 10:44:36,Email,P1,Infra
TCK-20250106-000585,2025-01-06 16:58:51,Rede/Internet,P4,ServiceDesk-N1
TCK-20250106-000586,2025-01-06 13:59:31,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250106-000587,2025-01-06 14:56:05,Telefonia,P3,ServiceDesk-N2
TCK-20250106-000588,2025-01-06 12:21:28,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250106-000589,2025-01-06 09:46:00,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250106-000590,2025-01-06 17:10:56,Email,P2,ServiceDesk-N1
TCK-20250106-000591,2025-01-06 09:50:55,Software,P3,ServiceDesk-N1
TCK-20250106-000592,2025-01-06 16:28:04,Telefonia,P4,ServiceDesk-N1
TCK-20250106-000593,2025-01-06 12:21:10,Rede/Internet,P4,ServiceDesk-N1
TCK-20250106-000594,2025-01-06 14:57:05,Email,P1,Field
TCK-20250106-000595,2025-01-06 12:41:10,Software,P4,ServiceDesk-N1
TCK-20250106-000596,2025-01-06 09:21:13,Rede/Internet,P4,ServiceDesk-N1
TCK-20250106-000597,2025-01-06 16:42:18,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250106-000598,2025-01-06 11:35:53,Hardware,P4,ServiceDesk-N1
TCK-20250106-000599,2025-01-06 17:40:38,Hardware,P4,ServiceDesk-N1
TCK-20250106-000600,2025-01-06 15:40:18,Rede/Internet,P4,ServiceDesk-N1
TCK-20250106-000601,2025-01-06 13:57:42,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250106-000602,2025-01-06 09:23:56,Email,P4,ServiceDesk-N1
TCK-20250106-000603,2025-01-06 10:53:17,Software,P4,ServiceDesk-N2
TCK-20250106-000604,2025-01-06 13:06:05,Software,P3,ServiceDesk-N1
TCK-20250106-000605,2025-01-06 13:03:53,Email,P4,Infra
TCK-20250106-000606,2025-01-06 10:43:55,Rede/Internet,P3,ServiceDesk-N1
TCK-20250106-000607,2025-01-06 12:54:45,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250106-000608,2025-01-06 15:36:43,Rede/Internet,P4,Infra
TCK-20250106-000609,2025-01-06 06:10:13,Telefonia,P4,ServiceDesk-N1
TCK-20250106-000610,2025-01-06 15:43:27,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250106-000611,2025-01-06 10:46:58,Telefonia,P4,ServiceDesk-N1
TCK-20250106-000612,2025-01-06 11:35:20,Rede/Internet,P4,Infra
TCK-20250106-000613,2025-01-06 17:37:33,Telefonia,P4,ServiceDesk-N1
TCK-20250106-000614,2025-01-06 13:36:37,Software,P2,ServiceDesk-N1
TCK-20250106-000615,2025-01-06 17:50:18,Rede/Internet,P2,Field
TCK-20250106-000616,2025-01-06 16:16:24,Software,P3,ServiceDesk-N1
TCK-20250106-000617,2025-01-06 14:39:38,Software,P4,ServiceDesk-N1
TCK-20250106-000618,2025-01-06 15:56:21,Software,P4,ServiceDesk-N1
TCK-20250106-000619,2025-01-06 12:21:52,Telefonia,P4,Field
TCK-20250106-000620,2025-01-06 15:54:44,Software,P1,ServiceDesk-N1
TCK-20250106-000621,2025-01-06 11:49:52,Email,P3,ServiceDesk-N2
TCK-20250107-000622,2025-01-07 17:13:58,Telefonia,P3,ServiceDesk-N2
TCK-20250107-000623,2025-01-07 16:32:50,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250107-000624,2025-01-07 08:08:49,Rede/Internet,P2,ServiceDesk-N1
TCK-20250107-000625,2025-01-07 14:53:03,VPN/Conectividade,P4,Infra
TCK-20250107-000626,2025-01-07 18:45:12,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250107-000627,2025-01-07 11:01:15,Email,P3,ServiceDesk-N1
TCK-20250107-000628,2025-01-07 11:55:30,Software,P4,ServiceDesk-N1
TCK-20250107-000629,2025-01-07 16:44:05,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250107-000630,2025-01-07 09:36:49,Rede/Internet,P2,ServiceDesk-N2
TCK-20250107-000631,2025-01-07 11:26:32,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250107-000632,2025-01-07 10:00:30,Rede/Internet,P3,ServiceDesk-N2
TCK-20250107-000633,2025-01-07 15:51:19,Impressão,P3,ServiceDesk-N1
TCK-20250107-000634,2025-01-07 13:57:24,Rede/Internet,P4,ServiceDesk-N1
TCK-20250107-000635,2025-01-07 11:39:25,Software,P4,Infra
TCK-20250107-000636,2025-01-07 16:53:53,Email,P3,ServiceDesk-N2
TCK-20250107-000637,2025-01-07 12:04:21,Rede/Internet,P3,Field
TCK-20250107-000638,2025-01-07 14:16:41,Impressão,P2,ServiceDesk-N1
TCK-20250107-000639,2025-01-07 16:57:03,Telefonia,P3,ServiceDesk-N2
TCK-20250107-000640,2025-01-07 17:42:20,Software,P3,ServiceDesk-N2
TCK-20250107-000641,2025-01-07 15:26:25,Email,P4,ServiceDesk-N2
TCK-20250107-000642,2025-01-07 12:36:52,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250107-000643,2025-01-07 07:58:42,Email,P4,ServiceDesk-N1
TCK-20250107-000644,2025-01-07 11:42:56,Software,P4,ServiceDesk-N1
TCK-20250107-000645,2025-01-07 12:35:48,Rede/Internet,P2,Field
TCK-20250107-000646,2025-01-07 08:41:05,VPN/Conectividade,P4,Field
TCK-20250107-000647,2025-01-07 07:23:16,Software,P4,ServiceDesk-N1
TCK-20250107-000648,2025-01-07 16:03:55,Software,P3,ServiceDesk-N2
TCK-20250107-000649,2025-01-07 11:07:55,Software,P4,ServiceDesk-N1
